,Course_Name,Course_Description,Lectures_Num,Course_Level,Course_hours,Rate,Number_Rates
1184,aspnet core c rest api real world project,learn build real world product readi rest api use aspnet core c ebenez ogbu,140,All Levels,19,4.3,39
1185,modern android app develop bootcamp kotlin,learn android app develop kotlin begin way advanc topic easi abd alwahab,255,All Levels,35,4.6,336
1186,complet databas design model beginn tutori,learn databas design easi way go simpl complex real life exampl onlin store db use mysql rare ilea,24,Beginner,25,4.3,1191
1187,aem adob experi manag complet web cm,build welearn websit learn templat compon dispatch htlsightli clientlib osgi sling list goe jasvind singh bhatia,52,All Levels,6,3.7,450
1188,angular java develop,learn build spring boot angular applic jhipster dan vega,120,Beginner,12,4.3,876
1189,graphql beginn javascript,practic guid teach graphql javascript optim pace nononsens learn quickli jame moor,57,Beginner,55,4.5,173
1190,canari deploy kubernet use istio friend,devop toolkit seri viktor farcic,84,Intermediate,65,4.8,38
1191,introduct genet algorithm theori applic,learn main mechan genet algorithm heursit artifici intallig search optim matlab prof seyedali mirjalili,26,All Levels,7,4.4,347
1192,sap bpc bwhana bpc plan consolid,sap bpc bwhana bpc plan consolid venu tikkavarapu,26,All Levels,45,4.9,5
1193,becom junior java softwar develop,complet practic conceptu java program cours beginn tim short,53,Beginner,8,4.5,1189
1194,top databas bundl mysql postgresql sqlite sql server,learn mysql postgr sqlite microsoft sql server fast easi way john elder,103,Beginner,7,4.6,36
1195,progress web app concis pwa masterclass,everyth need build progress web app scratch upgrad exist web app pwa ray viljoen,46,All Levels,6,4.6,452
1196,lightn web compon develop,step step guid lightn champion time concept implement amit singh,82,All Levels,135,4.4,104
1197,learn code game roblox studio,learn creat roblox game easi understand step step cours brendon ross,51,Beginner,5,4.3,166
1198,kid code introduct html css javascript,kid could next zuckerberg john bura,217,Beginner,7,4.5,594
1199,microsoft access sql sql nonprogramm,learn use sql microsoft access tip tool exercis bestsel cours isábel,87,Beginner,4,4.7,446
1200,shopifi empir masterclass complet shopifi cours,shopifi az complet beginnersadvanc masterclass learn build profit shopifi busi busi hero,76,All Levels,65,4.1,255
1201,master laravel php basic advanc project jobport,laravel recruit appupgrad laravel learn make job portal web applic final project ranjeet karki,164,All Levels,225,4.0,132
1202,learn oracl applic express oracl apex train,comprehens cours oracl applic express oracl apex infinit skill infinit skill,60,All Levels,55,4.0,561
1203,creat chatbot websit react nodej,creat chatbot webpag react nodej teach chatbot sell product give recommend measur demand jana bergant,104,Intermediate,10,4.3,261
1204,build onlin store react graphql minut,creat fullstack ecommerc app scratch use react graphql stripe headless cm strapi record time reed barger,51,Intermediate,35,4.5,275
1205,gatsbi masterclass,build blazingfast featurerich overal stun react app gatsbi framework reed barger,43,All Levels,4,4.3,215
1206,master apach airflow deploy kubernet aw,learn programmat author schedul monitor workflow apach airflow deploy kubernet aw mihail petkov,85,All Levels,5,4.3,62
1207,incom tax schedul c small busi sole proprietor,small busi schedul c incom tax prepar use actual tax form exampl includ form schedul se robert bob steel,125,All Levels,95,4.8,21
1208,kotlin android develop beginn advanc,learn code design android app kotlin build real app exampl like instagram foursquar clone atil samancioglu,191,All Levels,155,4.4,1279
1209,jsf java server face beginn build db app,jsf build real jsf web applic connect databas popular jsf cours chad darbi,58,All Levels,55,4.4,1776
1210,sql beginn guru mysql edit master sql mysql,sql skill demand learn master sql use mysql becom sql guru today john thompson,166,All Levels,11,4.6,568
1211,laravel php framework beginn advanc project,cours learn laravel crud applic default authent system complet advanc blog project easi learn,130,All Levels,28,4.2,37
1212,intro airplan physic uniti,learn build custom airplan physic uniti c indi pixel,149,Beginner,205,4.7,339
1213,devop cicd use aw codepipelin elast beanstalk,learn autom continu deploy use aw codepiplein elast beanstalk lambda includ exampl php project ali rizavi,62,Intermediate,45,4.2,934
1214,react master test driven develop,upgrad react skill test driven develop jest enzym redux middlewar es david joseph katz,46,Intermediate,45,4.3,1157
1215,io learn code build real io app swift,master io develop swift build fullstack app brand new cours incl core ml arkit caleb stultz,253,All Levels,52,4.7,673
1216,lumen microservic creat servic api lumen,lumen laravel build complet set php microservic api secur layer use lumen oauth juand megon,61,All Levels,4,4.3,291
1217,blockchain develop hyperledg fabric use compos,learn develop network applic hyperledg fabric compos technolog rajeev sakhuja,89,Intermediate,85,4.2,1923
1218,introduct noder,learn noder rapid prototyp develop applic venkatesh varadachari,27,Beginner,5,4.6,44
1219,vue js beginn profession includ vuex,learn vue js becom vuej profession build complex spa vuej simpl popular javascript framework bo andersen,221,All Levels,155,4.4,743
1220,architect saa applic uniqu challeng solut,intro saa scalabl multiten provis secur api manag mainten v maestro llc,40,Intermediate,35,4.3,188
1221,introduct java programm,video hour content java train cours teach program java eclips learn byte,207,Beginner,20,4.4,1218
1222,io xcode complet swift objectivec cours,complet io xcode cours swift objectivec aaron cain,280,All Levels,725,4.5,442
1223,creat po system inventori sale php adminlt,learn creat po system inventori manag bill use php adminlt juan fernando urrego,105,Beginner,25,4.1,126
1224,selenium webdriv javascript autom beginn,becom master browser autom selenium webdriv javascript nodej practic websit includ rangel stoilov,23,All Levels,3,4.4,113
1225,creat rest api use basic php token authent,develop real world rest api login basic php mysql framework need follow real world scenario michael spink,32,All Levels,115,4.6,138
1226,reinforc learn pytorch,learn appli reinforc learn artifici intellig algorithm use python pytorch openai gym atamai ai team,69,Beginner,7,4.1,238
1227,program numer method python,practic approach understand numer method murad elarbi,57,Beginner,125,4.4,271
1228,gutenberg block wordpress react develop,use reactj redux knowledg creat complex gutenberg block plugin scratch ali alaa,119,Expert,115,4.4,76
1229,deep learn comput vision tensor flow kera,deep learn review cnn vgg faster rcnn tensorflow object detect api yolo train data carlo quiro,56,Intermediate,9,4.0,313
1230,data model relat databas design use erwin,cours teach erwin data model help creat maintain sound relat databas design hari kilikotu,34,All Levels,35,4.3,614
1231,learn blockchain build javascript,code blockchain decentr network javascript program languag eric traub,75,Intermediate,8,4.5,817
1232,salesforc lightn learn salesforc lightn,learn salesforc lightn step step guid lightn ui learn build custom app salesforc lightn ui deepika khanna,41,All Levels,55,4.6,391
1233,build real world app xamarin form,learn xamarin form real world applic begin end asfend yar hamid,96,All Levels,5,4.5,32
1234,android firebas masterclass master googl firebas,creat cloud base android applic use googl firebas expand career option tim buchalka learn program academi,123,Intermediate,20,4.1,50
1235,master c standard librari featur,har power c stl make full use compon packt publish,28,Intermediate,6,4.2,296
1236,learn c window form sql server,real databas project,66,Intermediate,11,4.6,744
1237,godot complet develop cours,game develop godot learn gdscript use engin build first game guilherm oliveira,84,All Levels,85,4.4,382
1238,ultim handson flutter mvvm build real project,learn art build modern flutter applic mohammad azam,82,All Levels,9,4.6,16
1239,complet c uniti develop creat game learn code,game develop design taught use uniti learn c build first game web mobil desktop deni panjuta,154,All Levels,225,4.4,597
1240,becom certifi web develop,complet coverag html css javascript php earn four respect certificaton framework televis inc,491,All Levels,425,4.4,1927
1241,power bi masterclass python financ advanc dax,becom data analyst learn power bi power bi onlin train data analyst dan,20,Beginner,25,4.5,80
1242,python challeng boost python skill,solv care craft python exercis directli interact uplatform solidifi python skill ardit sulc,21,All Levels,15,4.5,136
1243,angular autom protractor typescript cucumb,understand protractor cucumb typescript languag complet ground karthik kk,47,All Levels,7,4.2,382
1244,build percept ai unreal engin,ai percept behaviour tree eq daniel orchard,25,Beginner,55,3.9,19
1245,pathfind uniti,implement search graph search algorithm uniti wilmer lin,35,Intermediate,45,4.7,222
1246,python script blender practic project,practic python cours creat script insid blender absolut beginn thoma mcdonald,27,Beginner,2,4.6,15
1247,cryptocurr fundament buy sell trade cryptocurr,quickli learn use buy sell trade cryptocurr top rate video cours accompani pdf guid georg levi,18,Beginner,15,4.5,850
1248,master react nativ anim,simpl easi follow stepbystep lesson everi type anim jason brown,126,All Levels,85,4.4,410
1249,build cloud infrastructur terraform,creat manag cloud infrastructur code chri parent,42,Intermediate,45,4.3,275
1250,deploy fargat ec app infrastructur aw terraform,learn work aw ec fargat implement complet infrastructur deploy use terraform aw architect niyazi erdogan,67,All Levels,5,4.3,73
1251,apach nifi complet master cours hdp autom etl,next gen data flow process distribut data use power reliabl framework apach nifi nifi registri minifi muthukumar subramanian,57,All Levels,5,4.1,183
1252,qc quantum physic quantum comput,nonmathemat coverag superposit entangl intuit qualit prepar advanc topic kumaresan ramanathan,37,Beginner,15,4.6,42
1253,programmat uber clone app swift firebas storyboard,build fulli programmat uber clone io latest version swift firebas without storyboard stephan dowless,91,Intermediate,185,4.7,26
1254,redux saga react redux fasttrack intro cours,quickest way understand get run redux saga start implement react redux project tom phillip,22,All Levels,15,4.3,339
1255,uniti game develop make profession game,learn code c creat stun game uniti game engin awesom tut,152,All Levels,41,4.5,893
1256,creat endless runner scratch uniti,learn make infinit scroll platform game uniti c work stage game develop penni de byl,42,Beginner,95,4.7,87
1257,sap sd sale distribut configur end user,cours cover configur endus process sap sd modul rana w mehmood,21,All Levels,31,4.1,138
1258,machin learn optim use genet algorithm,learn optim machin learn algorithm perform appli featur select use genet algorithm curios data scienc,35,Intermediate,35,4.1,148
1259,asynchron javascript,becom expert asynchron javascript callback promis asyncawait gener event loop asim hussain,51,All Levels,45,4.3,648
1260,algorithm problem java interview question,backtrack dynam program sudoku knapsack problem binpack closest pair point recurs mont carlo holczer balaz,74,All Levels,75,4.4,644
1261,team workflow jira,practic guid build workflow team use jira dan lefebvr,17,Intermediate,15,4.4,806
1262,tensorflow masterclass handson deep learn ai,work project learn deep learn ai kera python ann cnn rnn lstm transfer learn autoencod nlp vijay gadhav,99,All Levels,14,4.4,22
1263,complet react nativ bootcamp build io android app,includ redux firebas lot project igneu technolog,137,All Levels,215,4.2,266
1264,learn enterpris wpf xaml scratch,window present foundat tutori creat power window app rich ui wpf platform intro mvvm engin spock,128,All Levels,5,4.1,1095
1265,agil transform scale agil,lead agil transform implement agil larg scale big enterpris ican consult,24,Intermediate,45,4.2,269
1266,gradl fundament,learn fundament gradl jimmi h,24,Beginner,25,4.3,522
1267,high perform code net core c,learn write high perform scalabl net core aspnet core applic c gerg kalapo,38,Intermediate,65,4.3,324
1268,java messag servic jm fundament,master fundament java messag simpl step bharath thippireddi,99,All Levels,55,4.5,299
1269,day python unlock python potenti,python simpl enough beginn power enough pro use iot web scrape big data justin mitchel,45,All Levels,95,4.3,6596
1270,postman api test step step beginn,learn postman scratch raghav pal,20,Beginner,25,4.3,1320
1271,learn algorithm javascript scratch,make code program faster effici use algorithm well prepar technic interview eric traub,69,All Levels,35,4.5,1514
1272,learn amazon ek manag kubernet servic aw,learn effect run kubernet aw use amazon ek basic indepth review advanc featur dhiman halder,18,Intermediate,25,4.4,40
1273,magento magento certifi develop exam full cours,want pass magento certifi associ develop exam want becom magento certifi cours sourabh modi,40,All Levels,7,3.9,176
1274,c perform trick radic speed code,cours help speed c code provid mani trick everi profession develop must know mark farragh,38,All Levels,45,4.5,699
1275,game physic introduc gravit rotat uniti,stepbystep tutori creat basic rigid bodi motion physic scratch taught c use uniti free ben tristem,45,Intermediate,55,4.4,937
1276,apach camel beginn learn code java,learn apach camel framework code build app java dilip,84,All Levels,11,4.1,556
1277,ultim php css sass enhanc javascript skill,ultim php css sass creat modern flexbox css grid bootstrap design use javascript php pdo like pro rick sekuloski,387,All Levels,785,4.4,42
1278,complet wordpress theme develop cours,learn wordpress theme develop includ custom wordpress function page templat tag sidebar alexand oni,158,Expert,125,4.5,638
1279,continu deploy use spinnak aw kubernet,use spinnak execut devop strategi use immut infrastructur deploy use spinnak aw kubernet edward viaen,48,Expert,45,4.2,439
1280,interact test mock refactor embed softwar,dr surli school mad scientist advanc test driven develop embed system softwar c mark vandervoord,57,Intermediate,7,4.8,3
1281,mvvm wpf surviv guid z,learn creat maintain window applic appli mvvm wpf introduct caliburnmicro engin spock,93,Intermediate,45,3.9,434
1282,git advanc command,practic git train cherri pick rebas revert stash clean take git skill next level brian gorman,40,Intermediate,4,4.2,339
1283,master thymeleaf spring boot,becom expert use thymeleaf templat spring boot john thompson,65,All Levels,45,4.3,536
1284,build realtim app react hook graphql,master latest greatest featur react within context fullstack realworld app reed barger,37,Intermediate,45,4.1,274
1285,function program javascript practic guid,final understand concept function program javascript steven hancock,48,Intermediate,65,4.5,85
1286,introduct program,profession code skill beginn framework televis inc,174,Beginner,12,4.7,792
1287,graphql apollo server nodej mongodb graphql api,graphql api server apollo nodej mongodb jwt authent cursor pagin db queri batch cach rapid dev pro,43,All Levels,45,4.6,42
1288,gi understand theori practic gi qgi,learn theori geograph inform system get train make map analyz spatial data qgi ardit sulc,40,Beginner,25,4.2,574
1289,unreal engin absolut beginn,learn basic make game ue unreal engin devslop mark price,86,Beginner,15,4.3,204
1290,build machin learn web app python,go beyond machin learn model jess e agb,71,All Levels,145,4.6,11
1291,rest api autom rest assur complet guid,learn everi topic restassur real world exampl test autom framework develop ci tejasvi hegd,98,All Levels,145,4.4,594
1292,css bootcamp master css includ css grid flexbox,css cours project base css tutori learn creat modern respons websit use css css grid flexbox code creat,89,All Levels,115,4.6,243
1293,hyperion financi manag advanc cours,step step instruct hfmfdmeefrssmart view implement financi consolid report system padmaja vemireddi,67,Expert,75,4.5,17
1294,ultim expert guid master postgresql administr,learn everyth postgresql architectur buffer bart pitr replic perform tune extern tabl tetranoodl team,28,All Levels,105,3.9,58
1295,build user authent web app python django,learn creat user authent system django regist user log log edit profil john elder,32,Beginner,25,4.5,320
1296,web api autom use katalon studio best newbi,katalon studio katalon record katalon analyt script code manag report bdd testcasesframework test world,137,Beginner,165,4.0,135
1297,oracl app r cours bundl oracl fusion financi,oracl fusion financi oracl app technic fin scm hrmsmanufactur dk sqlplsql live meet support koduru sridevi,273,All Levels,123,4.8,4
1298,complet introduct openfoam,learn cfd solid mechan openfoam foamextend solid mechan librari philip baldock,83,Beginner,55,4.4,166
1299,learn window present foundat wpf,complet guid build robust scalabl applic window present foundat wpf arvatech learn inc,105,All Levels,85,4.4,181
1300,raycast game develop javascript sdl c,learn game develop fundament creat raycast use javascript sdl c program languag gustavo pezzi,49,Intermediate,115,4.8,40
1301,complet rxjava android develop masterclass,architect android app rx java mvvm room db retrofit dagger advanc android architectur masteri anushka madusanka,96,All Levels,65,4.3,388
1302,red hat openshift jenkin devop beginn,learn scratch red hat openshift jenkin continu integr devop command line tool cli sy raza,50,All Levels,55,3.4,229
1303,devop fundament gain solid understand,learn fundament devop includ entir softwar develop lifecycl agil scrum cicd demo sy raza,26,Beginner,25,4.1,712
1304,complet oracl adf c cours beginn stepbystep,take first step oracl fusion middlewar world latest version adf sameh nassar,98,Beginner,145,4.2,329
1305,comprehens rubi program,learn program rubi program languag start scratch move advanc code techniqu jordan hudgen,100,All Levels,105,4.6,1296
1306,learn robot framework selenium industri expertshr,allur report data driven framework python coverag pycharm desktop api applic coverag githubjenkin test world infotech,223,All Levels,22,4.3,432
1307,financi model algorithm trade use python,practic guid implement financi analysi strategi use python packt publish,80,Beginner,125,4.4,22
1308,python program beginn pro masterclass,learn python practic exercis handson practic project dr ryan ahm phd mba,140,Beginner,225,4.3,565
1309,fullstack react graphql apollo boost,build deploy fullstack react graphql app scratch apollo boost express mongodb reed barger,76,All Levels,7,4.2,293
1310,data analyt use splunk beginn intermedi cours,learn splunk scratch handson cours bigdata abc,100,All Levels,75,4.5,487
1311,nodej express unit testingintegr test jest,learn build full crud rest api nodej use tdd jest javascript es unit test integr test stefan hyltoft,62,Beginner,3,4.2,99
1312,break away program code interview,cours teach pointer link list gener program algorithm recurs like one els looni corn,84,All Levels,20,4.6,772
1313,asynchron javascript promis callback async await,becom expert asynchron javascript promis callback async await event loop etc viktor pyskunov,40,Beginner,3,4.6,399
1314,data structur algorithm c depth,data structur algorithm c program code interview question link listrecursiontreeshash deepali srivastava,146,All Levels,105,4.0,664
1315,git go fast one hour git crash cours,learn key concept basic workflow git github easi follow top rate bootcampstyl cours jason taylor,32,Beginner,15,4.3,5284
1316,second javascript cours,learn es new syntax fill js knowledg loophol understand js work hood win job interview onlykiosk tech,198,Intermediate,95,4.4,28
1317,iso cybersecur manag guidelin,applic isoiec cybersecur understand appli requir cybersecur program cristian vlad lupa,48,Beginner,4,4.5,294
1318,c advanc topic next logic step,learn advanc topic c languag like linq lambda extens method gener deleg event tod vachev,43,Intermediate,3,4.5,294
1319,master hyperledg chaincod develop use golang,learn use golang chaincod api fabric node sdk design develop fabric applic endtoend rajeev sakhuja,109,Beginner,85,4.3,121
1320,rig charact anim unreal engin,allright rig rig anim plugin includ rig dweller charact includ complet ue project michael rick,44,All Levels,45,3.7,114
1321,data structur algorithm java,data structur algorithm java program code interview question link listrecursiontreeshash deepali srivastava,146,All Levels,105,4.1,466
1322,webservicesapi test soapuigroovyrealtim apihr,detail groovi certif coverag soapui tutori rest api test soap ui free pro world,219,All Levels,255,4.4,694
1323,postgresql databas administr dba beginn,learn practic databas administr bluelim learn solut,112,Beginner,115,3.8,187
1324,modern javascript complet cours build project,learn javascript popular languag web develop includ es react nodej complet project juan pablo de la torr valdez,312,All Levels,28,4.6,321
1325,yolo v robust deep learn object detect hour,complet guid creat custom ai object detect learn full workflow train infer augment startup,20,Intermediate,25,3.7,148
1326,creat respons html email,creat attract respons html email work combin commonli use email client chri convers,34,All Levels,15,4.1,588
1327,beginn c walkthrough project step step,learn code c build project bluelim learn solut,185,Beginner,17,4.0,386
1328,unit test net core applic xunit net moq,mock techniqu test driven develop tdd unit test legaci code xunitnet interview question aref k,39,All Levels,35,4.2,266
1329,program complet beginn c,learn code c provid hd video lectur live code session nearli exercis learn eric wise,48,Beginner,65,4.6,1757
1330,make matchthre puzzl game uniti,make matchthre game scratch wilmer lin,106,Intermediate,16,4.6,577
1331,react style compon tutori project cours,step step learn styledcompon creat interest project john smilga,58,Beginner,7,4.6,136
1332,swiftui masterclass io app develop swift,total beginn advanc io app develop complet io swiftui develop cours edit robert petra,67,All Levels,65,4.7,36
1333,master shopifi develop liquid,learn everyth shopifi partner account theme customiz creat section templat use liquid iskandar kurbanov,18,All Levels,35,4.3,37
1334,bubbl beginn bootcamp visual program,cours need get run bubbl visual program quickli possibl gregori john,48,Beginner,105,4.8,99
1335,r data preprocess data manag shape data,learn prepar data great analyt r rtutori train,64,All Levels,65,4.3,391
1336,spring core advanc beyond basic,enterpris class use spring framework spring boot john thompson,63,Intermediate,6,4.1,445
1337,introduct artifici intellig ai manag,data scienc machin learn deep learn neural network beginn scikitlearn python kumaresan ramanathan,26,Beginner,2,4.3,325
1338,cs bootcamp introduct comput scienc softwar,comput scienc softwar program code bootcamp absolut beginn code background necessari samuel spencer,13,Beginner,25,4.1,496
1339,r tidyvers report analyt excel user,excel big data interact dashboard visual hour jonathan ng,42,Beginner,55,4.5,327
1340,redi bootcamp beginn get hand redi,dive deep redi learn demand nosql databas go absolut beginn advanc redi diwakar singh,51,All Levels,6,4.7,46
1341,blockchain program,build blockchain cryptocurr scratch use python levi barn,83,Intermediate,14,3.9,131
1342,react data visual build cryptocurr dashboard,learn industri secret build beauti fast dashboard react context api styledcompon css grid reactschool _,39,All Levels,4,4.5,355
1343,complet python program bootcamp beginn advanc,learn python program beginn advanc level go zero hero python hundr exampl code star academi,94,All Levels,20,4.4,212
1344,protractor end end test framework angularj app,protractor tutori endtoend test angularj websit wrapper selenium webdriverj librari rahul arora,135,All Levels,16,4.3,1053
1345,uniti game kit introduct make game without code,learn tool design build video game level program need great way learn uniti engin rick davidson,27,Beginner,35,4.4,296
1346,complet kotlin develop cours,use kotlin instead java kotlin new languag make program android javascript dream codestar rob perciv,67,Beginner,125,4.5,560
1347,profession azur sql databas administr,master skill effici manag maintain data cloud packt publish,66,Expert,5,3.9,162
1348,manag secret hashicorp vault,everyth need get start hashicorp vault chri parent,56,Beginner,55,3.9,352
1349,oracl cloud erpsaa technic icsoic dell boomi bonu,cloud report integrations convers extens deep dive sreeram erptech,39,All Levels,9,3.9,57
1350,stepbystep html css absolut beginn,learn code html css creat websit beginnerlevel cours code experi requir kathleen farley,43,Beginner,4,4.6,964
1351,machin learn project az kaggl real world pro,master machin learn kaggl real world project start particip competit forum geekshub pvt ltd,59,All Levels,8,4.3,52
1352,algorithm problem python,learn recurs backtrack nqueen problem etc dynam program knapsack problem etc holczer balaz,40,All Levels,4,4.2,191
1353,complet flutter develop build io android app,includ api handl databas project firebas bloc igneu technolog,118,All Levels,19,4.5,57
1354,master net c unit test nunit moq,becom expert unit test nunit moq dotmemoryunit resharp tool dmitri nesteruk,44,Beginner,3,4.7,424
1355,uniti multiplay game develop photon pun,creat fulli function multiplay platform game saad ali,48,All Levels,7,4.5,125
1356,acceler spring boot mongodb,build complet java applic scratch use spring framework spring boot spring data mongodb romanian coder,45,Beginner,35,4.4,180
1357,complet robot framework guid beginn expert,best cours selenium desktop webservic databas autom robot framework plu devop jenkin github bharat malik,145,All Levels,16,4.2,163
1358,learn build devop pipelin azur cloud,master devop cloud autom develop pipelin eduonix learn solut,48,Intermediate,65,4.1,202
1359,cloud comput concept,start cloud journey us learn fundament platform certif cloud comput much tek smart learn,8,All Levels,2,4.5,391
1360,build realtim app react js golang rethinkdb,practic guid teach reactj golang rethinkdb optim pace nononsens youll learn quickli jame moor,48,All Levels,3,4.1,988
1361,simplifi magento video cours beginn expert,master magento develop learn creat modul api crud custom theme much english subtitl ilya muyiwa soladogun,77,All Levels,125,3.6,213
1362,kubernet beginn kubernet docker devop,learn devop use kubernet docker cours beginn busi profession background ganesh velrajan,29,Beginner,2,4.4,227
1363,learn busi data analysi sql tableau,improv busi analyt skill sql data visual data scienc guid,81,All Levels,65,4.6,176
1364,complet python data scienc cloud comput,complet indepth use case cours taught data scienc phd busi consult thousand exampl datagist inc,361,All Levels,49,4.3,93
1365,rabbitmq java spring boot system integr,learn use rabbit mq java asynchron messag data transfer among system real time fashion timotiu pamungka,76,All Levels,85,4.3,145
1366,complet sql server beginn,ultim practic guid master sql server develop download sql script includ ahmad mohey,138,Beginner,9,4.5,279
1367,aw codecommit codebuild codedeploy codepipelin hand,learn continu integr continu deliverydeploy process cicd aw use aw develop tool stack simplifi,30,All Levels,35,4.5,134
1368,oracl fusion technicalbusi intellig otbi report,oracl fusionoracl cloud techinc train saa r bi publish report oracl app technic develop ravind reddi guduru,46,Intermediate,14,4.0,202
1369,qt quick qml intermedi interfac c,connect fluid dynam qt quickqml user interfac power c back end daniel gakwaya,35,Intermediate,55,4.4,171
1370,javascript beginn learn practic exercis,javascript beginn work close exercis learn make javascript easi guarante edwin diaz,30,All Levels,35,4.4,3541
1371,scratch program build game scratch bootcamp,updat scratch build game scratch learn code expert develop excit scratch dr chri mall,46,Beginner,8,4.6,171
1372,master magento,explor core function magento packt publish,22,Beginner,4,3.6,472
1373,ansi tutori,model analyz composit model ansi softwar armin yousefi kanani,32,All Levels,75,4.4,465
1374,rabbitmq messag queue concept start finish,asynchron messag rabbitmq amqp concept rout administr log client exampl python c timo h c develop net devop,68,All Levels,45,4.1,65
1375,learn devop onprem cloud agnost kubernet,use kubeadm rook ceph certmanag dex github ldap envoy istio calico vault openshift edward viaen,38,Expert,4,4.5,302
1376,mobil ecommerc flutter redux stripe,build onlin marketplac mobil app reed barger,45,All Levels,7,4.3,96
1377,wpfaster wordpress speed optim master cours,z perform blueprint make wordpress site fast one fastest site earth aj mckay,55,All Levels,7,4.6,473
1378,data scienc machin learn use python bootcamp,numpi panda matplotlib seaborn ploti machin learn scikitlearn data scienc recommend system nlp theori handson dr junaid qazi phd,111,All Levels,25,4.4,394
1379,learn data structur javascript scratch,write effici perform code learn data structur well prepar technic interview question eric traub,56,All Levels,35,4.6,1726
1380,io onlin shop applic build emarket sale,xcode swift io tutori build eshop applic firestor algolia stripe payment lear io swift david kababyan,122,Intermediate,15,4.5,60
1381,visual studio code tutori get start vs code,vs code cours beginn experienc develop todd mcleod,73,All Levels,5,4.2,51
1382,advanc window present foundat wpf cours,build interact effici smart applic window present foundat wpf use cours cubetech academi llc,64,All Levels,5,4.3,265
1383,learn code build game unreal engin,learn code build simpl game unreal engin fantast cours start learn technolog mammoth interact,89,Beginner,85,4.0,414
1384,architect big data solut,architect big data solut assembl variou big data technolog modul best practic v maestro llc,42,All Levels,55,4.0,754
1385,perform test use loadrunn advancedbas,day money back guarante extens handson train real time project materi queri support kumar gupta,140,All Levels,34,4.3,526
1386,learn databas design mysql,complet cours master databas design use mysql eduonix learn solut,32,All Levels,65,4.4,3900
1387,java persist hibern jpa fundament,simpletofollow easytounderstand train cours java persist jpa exampl deshraj singh kiran,67,All Levels,6,4.4,2144
1388,angular progress web app pwa masterclass free ebook,practic guid angular progress web applic pwa angular univers,44,All Levels,4,4.2,258
1389,microsoft powerapp beginn build app,learn fundament microsoft powerapp build busi app withou code dan,22,Beginner,25,4.2,104
1390,javascript beginn learn javascript scratch,learn javascript program languag complet scratch without framework robin haney,56,Beginner,3,4.2,2858
1391,es es es time updat javascript ecmascript,ecmascript next time modern javascript robert bunch,60,All Levels,13,4.6,349
1392,php login registr system email confirm activ,amaz complet login registr system php mysql edwin diaz edwin diaz,57,All Levels,6,4.4,643
1393,master azur web app take java spring boot app azur,learn azur java spring boot rest api full stack docker web app azur app servic azur web app inminut offici,55,Beginner,6,4.5,29
1394,html masterybuild superior websit mobil app new,easili build websit mobil app includ virtual realiti play store app html css javascript maximiliano firtman,167,Beginner,145,4.5,858
1395,intro uniti physic helicopt earli access,learn creat helicopt physic game uniti c indi pixel,131,Beginner,175,4.7,170
1396,openlay scratch project,master openlay javascript web map librari build web map applic ikrom nishanbaev,48,All Levels,115,4.5,47
1397,hedi train,hedi overview career train develop hlti solut learn marketplac,7,All Levels,1,4.0,32
1398,sql tutori learn sql mysql databas beginnerexpert,learn sql databas develop work effect dbm like mysql sql server oracl postgresql db etc pradnyankur nikam,126,All Levels,11,4.4,1436
1399,imag process raspberri pi beginn advanc,build realworld imag process applic use python opencv raspberri pi zerofor absolut beginn dr steven lawrenc fernand phd,40,Beginner,45,3.9,311
1400,model blender uniti video game develop,indi video game develop learn design lowpoli prop prototyp game blender uniti billi mcdaniel,63,Beginner,8,4.7,125
1401,core java autom tester interview program,step step practic tutori master java ton program exampl interview question rahul shetti,68,All Levels,8,4.4,605
1402,mobil app develop phonegap,creat app io android html javascript framework televis inc,61,Intermediate,55,4.4,401
1403,learn svg anim html css javascript,learn power anim creat use htmlcss javascript code collect,22,All Levels,15,4.0,1335
1404,master ethereum solid programmingbuild realworld app,indepth ethereum solid program stepbystep approach erc token ico auction fundrais lotteri ipf andrei dumitrescu,104,All Levels,95,4.4,340
1405,build desktop applic python kivi,creat modern gui cross platform nui framework samuel mthembo,84,Beginner,7,4.3,54
1406,complet powershel x masterclass,enhanc skill powershel administ autom system effect packt publish,69,Beginner,95,4.1,77
1407,complet maco develop cours app desktop,use iphon develop background creat mac app cocoa use latest swift xcode os x nick walter,173,All Levels,21,4.7,751
1408,deploy serverless machin learn model aw lambda,use serverless framework fast deploy differ ml model scalabl costeffect aw lambda servic milan pavlović,62,Beginner,8,4.6,58
1409,softwar testingqa test manual testingsdlctest plan,becom expert qa tester master softwar test manual test sdlc test plan test case concept qaevers,13,All Levels,2,4.1,628
1410,apach spark java hand,learn slice dice data use next gener big data platform apach spark imtiaz ahmad,31,All Levels,7,4.6,281
1411,complet kotlin develop masterclass,learn kotlin develop scratch catalin stefan,455,All Levels,31,4.6,29
1412,art code challeng python program today,comput scienc python applic michael eramo,156,Beginner,285,4.4,149
1413,stepbystep creat c databas driven winform desktop app,projectbas learn use c window form microsoft access databas creat small databas driven app pavol almasi,149,Beginner,13,4.3,157
1414,ui autom seren bdd selenium cucumb junit,deep dive use seren bdd ui autom learn essenti need master seren bdd framework tejasvi hegd,64,All Levels,115,4.3,61
1415,scala appli part,introduct program scala languag core syntax concept dick wall,114,Beginner,55,4.5,998
